"cg","con","Concept.1","Concept.2","LCH","INTRINSIC_LCH","INTRINSIC_LIN","PATH","INTRINSIC_PATH","WUPALMER","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"sct-msh-csp-aod","UMNSRS_similarity","C0016204","C0017687",0.581019,0.224574,0.054463,0.142857,0.027666,0.4,"C2720507|C0000000",NA,"C2720507","C2720507=C0016204->C0037089->C0037088->*C2720507*<-C0017687<-C0017173<-C0013227|C0000000=C0016204->C0476288->C0159061->*C0000000*<-C0017687<-C0072092<-C1720854"
"sct-msh-csp-aod","UMNSRS_similarity","C0007546","C0007716",0.763454,0.78841,0.954076,0.333333,0.375713,0.952381,"C0279516|C2266959|C0304317",NA,"C0304317","C0279516=C0007546->*C0279516*<-C0007716|C2266959=C0007546->*C2266959*<-C0007716|C0304317=C0007546->*C0304317*<-C0007716"
"sct-msh-csp-aod","UMNSRS_similarity","C0029456","C0087086",0.464966,0.302028,0.238638,0.083333,0.03959,0.352941,"C2720507|C1268086",NA,"C1268086","C2720507=C0029456->C0005940->C0026857->C0012634->C0037088->*C2720507*<-C0087086<-C0302148<-C0333010<-C0332447<-C1260954<-C1268086|C1268086=C0029456->C0679391->C0263660->C0026860->C0700276->C0506706->*C1268086*<-C0087086<-C0302148<-C0333010<-C0332447<-C1260954"
"sct-msh-csp-aod","UMNSRS_similarity","C0014038","C0025289",0.763454,0.743035,0.936032,0.333333,0.304569,0.965517,"C0007684|C0683396|C0178264|C1285331",NA,"C0007684","C0178264=C0014038->*C0178264*<-C0025289|C0007684=C0014038->*C0007684*<-C0025289|C1285331=C0014038->*C1285331*<-C0025289|C0683396=C0014038->*C0683396*<-C0025289"
"sct-msh-csp-aod","UMNSRS_similarity","C0684275","C0040038",0.61421,0.510103,0.759573,0.166667,0.103672,0.909091,"C0018939",NA,"C0018939","C0018939=C0684275->C0679428->C0005779->*C0018939*<-C0040038<-C0040053"
"sct-msh-csp-aod","UMNSRS_similarity","C0003864","C0003862",0.763454,0.495684,0.718629,0.333333,0.096981,0.95,"C0022408",NA,"C0022408","C0022408=C0003864->*C0022408*<-C0003862"
"sct-msh-csp-aod","UMNSRS_similarity","C0152447","C0040822",0.526908,0.31178,0.372428,0.111111,0.041417,0.733333,"C1290906",NA,"C1290906","C1290906=C0152447->C0426398->C1291662->C0577118->C0579140->C0578533->*C1290906*<-C0040822<-C0013384"
"sct-msh-csp-aod","UMNSRS_similarity","C0003128","C0079083",0.526908,0.217252,0,0.111111,0,0.2,"C0000000",NA,"C0000000","C0000000=C0003128->C0029928->C1302710->C0277538->*C0000000*<-C0079083<-C0003392<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0001924","C0019134",0.763454,0.300943,0.294389,0.333333,0.039391,0.875,"C1320237",NA,"C1320237","C1320237=C0001924->*C1320237*<-C0019134"
"sct-msh-csp-aod","UMNSRS_similarity","C0032617","C0021641",0.581019,0.235297,0.057153,0.142857,0.029074,0.4,"C2720507",NA,"C2720507","C2720507=C0032617->C0752303->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0037384","C0038450",0.763454,0.857047,0.974962,0.333333,0.516141,0.933333,"C0035234",NA,"C0035234","C0035234=C0037384->*C0035234*<-C0038450"
"sct-msh-csp-aod","UMNSRS_similarity","C0033860","C0054836",0.581019,0.21262,0,0.142857,0,0.25,"C0000000",NA,"C0000000","C0000000=C0033860->C0162818->C0157730->*C0000000*<-C0054836<-C0042402<-C0042394"
"sct-msh-csp-aod","UMNSRS_similarity","C0019112","C0021359",0.581019,0.386818,0.564435,0.142857,0.058607,0.833333,"C0012634|C1290866|C0012674",NA,"C1290866","C0012674=C0019112->C0042373->C0007222->*C0012674*<-C0021359<-C0017412<-C1720894|C0012634=C0019112->C0042373->C0007222->*C0012634*<-C0021359<-C0036877<-C0178829|C1290866=C0019112->C1272757->*C1290866*<-C0021359<-C0036877<-C0178829<-C0080276"
"sct-msh-csp-aod","UMNSRS_similarity","C0014544","C0031412",0.526908,0.24164,0.058805,0.111111,0.02994,0.333333,"C2720507",NA,"C2720507","C2720507=C0014544->C0036572->C0027854->C0037088->*C2720507*<-C0031412<-C0004745<-C0002932<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0014544","C0001975",0.61421,0.292429,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0014544->C0154721->*C0000000*<-C0001975<-C0678374<-C1140162"
"sct-msh-csp-aod","UMNSRS_similarity","C0033860","C0037763",0.581019,0.335964,0.422595,0.142857,0.04632,0.785714,"C0679384|C1290906|C0037088|C0012634",NA,"C0012634","C0037088=C0033860->C0037274->C0012634->*C0037088*<-C0037763<-C0427194<-C1290906|C0012634=C0033860->C0037274->*C0012634*<-C0037763<-C0392702<-C0027854<-C0027765|C1290906=C0033860->C0011603->C0178298->C0578533->*C1290906*<-C0037763<-C0427194|C0679384=C0033860->C0037274->*C0679384*<-C0037763<-C0392702<-C0231443<-C0263660"
"sct-msh-csp-aod","UMNSRS_similarity","C0037384","C0023992",0.552268,0.22443,0.054428,0.125,0.027648,0.363636,"C2720507",NA,"C2720507","C2720507=C0037384->C0037090->C0037088->*C2720507*<-C0023992<-C0003292<-C0017173<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0003850","C0008402",0.526908,0.241157,0.065789,0.111111,0.029873,0.333333,"C1140093|C2720507",NA,"C1140093","C1140093=C0003850->C1285162->C0012634->*C1140093*<-C0008402<-C0578399<-C0028159<-C0021521<-C0220806|C2720507=C0003850->C1285162->C0012634->C0037088->*C2720507*<-C0008402<-C0003367<-C0007220<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0854467","C0037384",0.61421,0.32409,0.419723,0.166667,0.043844,0.814815,"C1290906|C0011900|C0037088",NA,"C0011900","C0037088=C0854467->C0018939->C0012634->*C0037088*<-C0037384<-C0037090|C1290906=C0854467->C0427694->*C1290906*<-C0037384<-C0037090<-C0425442|C0011900=C0854467->C0018939->*C0011900*<-C0037384<-C0035234<-C0011917"
"sct-msh-csp-aod","UMNSRS_similarity","C0032285","C0036690",0.653466,0.498554,0.736833,0.2,0.098278,0.928571,"C0578491|C0021311",NA,"C0578491","C0578491=C0032285->C0035243->*C0578491*<-C0036690<-C0004623|C0021311=C0032285->C0035243->*C0021311*<-C0036690<-C0679335"
"sct-msh-csp-aod","UMNSRS_similarity","C0019270","C0497327",0.653466,0.355419,0.445829,0.2,0.050682,0.846154,"C0012634",NA,"C0012634","C0012634=C0019270->*C0012634*<-C0497327<-C0029227<-C0004936"
"sct-msh-csp-aod","UMNSRS_similarity","C0018926","C0027498",0.763454,0.823821,0.966242,0.333333,0.442596,0.956522,"C0042963",NA,"C0042963","C0042963=C0018926->*C0042963*<-C0027498"
"sct-msh-csp-aod","UMNSRS_similarity","C0003862","C0030193",0.850756,0.697619,0.909119,0.5,0.24685,0.97561,"C0030193",NA,"C0030193","C0030193=C0003862->*C0030193"
"sct-msh-csp-aod","UMNSRS_similarity","C0040165","C0023660",0.581019,0.325144,0.374476,0.142857,0.044058,0.8125,"C0576728|C1320237|C0029224|C0682957",NA,"C0682957","C0029224=C0040165->C0312440->C0002508->*C0029224*<-C0023660<-C0000970<-C0002482|C0576728=C0040165->C0002522->C0002520->*C0576728*<-C0023660<-C0360090<-C0576733|C1320237=C0040165->C0040135->*C1320237*<-C0023660<-C0000970<-C1690486<-C1532645|C0682957=C0040165->C0002522->C0002520->*C0682957*<-C0023660<-C0000970<-C0003035"
"sct-msh-csp-aod","UMNSRS_similarity","C0032285","C0013404",0.701512,0.498959,0.731442,0.25,0.098462,0.918919,"C0035204",NA,"C0035204","C0035204=C0032285->C0679406->*C0035204*<-C0013404"
"sct-msh-csp-aod","UMNSRS_similarity","C0741439","C0025287",0.61421,0.310599,0.379642,0.166667,0.041191,0.857143,"C0159135",NA,"C0159135","C0159135=C0741439->*C0159135*<-C0025287<-C0154728<-C0027765<-C1285159"
"sct-msh-csp-aod","UMNSRS_similarity","C0017601","C0232197",0.61421,0.318749,0.393282,0.166667,0.042774,0.8,"C0030660",NA,"C0030660","C0030660=C0017601->C0015397->C0012634->*C0030660*<-C0232197<-C0003811"
"sct-msh-csp-aod","UMNSRS_similarity","C0036494","C0007297",0.763454,0.977791,0.997121,0.333333,0.902352,0.961538,"C0026603",NA,"C0026603","C0026603=C0036494->*C0026603*<-C0007297"
"sct-msh-csp-aod","UMNSRS_similarity","C0003862","C0149651",0.526908,0.224972,0.054561,0.111111,0.027717,0.333333,"C2720507",NA,"C2720507","C2720507=C0003862->C0030193->C0037088->*C2720507*<-C0149651<-C1265981<-C0332447<-C1260954<-C1268086"
"sct-msh-csp-aod","UMNSRS_similarity","C0684275","C0017642",0.552268,0.213214,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0684275->C0272315->C0029496->*C0000000*<-C0017642<-C0020616<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0013428","C0070166",0.581019,0.211728,0,0.142857,0,0.25,"C0000000",NA,"C0000000","C0000000=C0013428->C0574785->C0159064->*C0000000*<-C0070166<-C0032177<-C0032178"
"sct-msh-csp-aod","UMNSRS_similarity","C0231236","C0042755",0.61421,0.305747,0.359591,0.166667,0.040277,0.814815,"C0427350",NA,"C0427350","C0427350=C0231236->C1290920->C0424449->*C0427350*<-C0042755<-C1626920"
"sct-msh-csp-aod","UMNSRS_similarity","C0002940","C0947651",0,0.364393,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0009262","C0032950",0.653466,0.461334,0.679778,0.2,0.082731,0.882353,"C1320237|C0003209|C0013227|C0003191|C0003392",NA,"C0003209","C0003209=C0009262->C0018100->C0003211->*C0003209*<-C0032950|C1320237=C0009262->*C1320237*<-C0032950<-C0017710<-C0582125|C0003392=C0009262->C0003379->*C0003392*<-C0032950<-C0282559|C0013227=C0009262->C0018100->*C0013227*<-C0032950<-C0003209|C0003191=C0009262->C0018100->*C0003191*<-C0032950<-C0003209"
"sct-msh-csp-aod","UMNSRS_similarity","C0019270","C0006982",0.581019,0.243795,0.066567,0.142857,0.030239,0.4,"C1140093|C2720507",NA,"C1140093","C1140093=C0019270->C0012634->*C1140093*<-C0006982<-C0014432<-C0729760<-C0220806|C2720507=C0019270->C0012634->C0037088->*C2720507*<-C0006982<-C0014432<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C1257763","C0036572",0.61421,0.348372,0.437368,0.166667,0.049057,0.814815,"C0012634|C0037088",NA,"C0012634","C0037088=C1257763->C0028709->C0012634->*C0037088*<-C0036572<-C0027854|C0012634=C1257763->C0028709->*C0012634*<-C0036572<-C0027854<-C0027765"
"sct-msh-csp-aod","UMNSRS_similarity","C0086543","C0030305",0.581019,0.329747,0.415258,0.142857,0.045006,0.833333,"C0012634|C0012674|C0159135",NA,"C0012634","C0012674=C0086543->C0023308->C0015397->*C0012674*<-C0030305<-C0030286<-C0014130|C0012634=C0086543->C0154777->C1285162->*C0012634*<-C0030305<-C0030286<-C0014130|C0159135=C0086543->C0154777->C1285162->*C0159135*<-C0030305<-C0030286<-C0014130"
"sct-msh-csp-aod","UMNSRS_similarity","C0001962","C0001975",0.850756,0.635171,0.79891,0.5,0.184908,0.967742,"C0001975",NA,"C0001975","C0001975=C0001962->*C0001975"
"sct-msh-csp-aod","UMNSRS_similarity","C0020550","C0036572",0.581019,0.370603,0.490029,0.142857,0.054371,0.842105,"C0679384|C1290906|C0012634|C0012674|C1285159",NA,"C1285159","C0012674=C0020550->C0040128->C0014130->*C0012674*<-C0036572<-C0027854<-C0027765|C1285159=C0020550->C0040128->C0014130->*C1285159*<-C0036572<-C0027854<-C0027765|C0012634=C0020550->C0040128->C0014130->*C0012634*<-C0036572<-C0027854<-C0027765|C1290906=C0020550->C0040128->C0558385->C1290853->*C1290906*<-C0036572<-C0730595|C0679384=C0020550->C0040128->C0014130->*C0679384*<-C0036572<-C0027854<-C0027765"
"sct-msh-csp-aod","UMNSRS_similarity","C0116569","C0002598",0.701512,0.433924,0.654867,0.25,0.072878,0.896552,"C0003195",NA,"C0003195","C0003195=C0116569->C0360701->*C0003195*<-C0002598"
"sct-msh-csp-aod","UMNSRS_similarity","C0021359","C0079083",0.526908,0.257379,0.16144,0.111111,0.032201,0.636364,"C1140093|C2720507|C1256741",NA,"C1256741","C1140093=C0021359->C0036877->C0178829->C0012634->*C1140093*<-C0079083<-C0010360<-C0021213<-C0220806|C2720507=C0021359->C0015895->C0232896->C0542341->C1285578->*C2720507*<-C0079083<-C0003392<-C0013227|C1256741=C0021359->C0017412->C1720894->C0012674->*C1256741*<-C0079083<-C0003392<-C0013227<-C0007995"
"sct-msh-csp-aod","UMNSRS_similarity","C0003862","C0027796",0.763454,0.584663,0.83958,0.333333,0.146377,0.952381,"C0030193",NA,"C0030193","C0030193=C0003862->*C0030193*<-C0027796"
"sct-msh-csp-aod","UMNSRS_similarity","C0003129","C0033487",0.552268,0.225277,0.054636,0.125,0.027757,0.363636,"C2720507",NA,"C2720507","C2720507=C0003129->C0003130->C0037090->C0037088->*C2720507*<-C0033487<-C0002932<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0012833","C0004147",0.552268,0.214951,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0012833->C0234428->C0221540->*C0000000*<-C0004147<-C0014983<-C0001962<-C0678408"
"sct-msh-csp-aod","UMNSRS_similarity","C0030305","C0021641",0.526908,0.263469,0.165421,0.111111,0.033121,0.636364,"C1140093|C0000000|C2720507|C1256741",NA,"C1256741","C1140093=C0030305->C0030286->C0014130->C0012634->*C1140093*<-C0021641<-C0935929<-C0013227<-C0220806|C2720507=C0030305->C0030286->C0014130->C0012634->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227|C1256741=C0030305->C0030286->C0014130->C0012674->*C1256741*<-C0021641<-C0935929<-C0013227<-C0007995|C0000000=C0030305->C0030286->C1302710->C0277538->*C0000000*<-C0021641<-C0935929<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0017160","C0021641",0.552268,0.241663,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0017160->C0021831->C0266806->*C0000000*<-C0021641<-C0935929<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0023530","C0007537",0.526908,0.21422,0,0.111111,0,0.2,"C0000000",NA,"C0000000","C0000000=C0023530->C0580531->C0159073->*C0000000*<-C0007537<-C0279516<-C0003204<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0019655","C0032950",0.552268,0.225494,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0019655->C0026946->C0029511->*C0000000*<-C0032950<-C0003209<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0442874","C0009806",0.61421,0.429044,0.561807,0.166667,0.071251,0.864865,"C0679384|C0037088|C0012634|C0012674|C1285159",NA,"C1285159","C1285159=C0442874->C0027765->*C1285159*<-C0009806<-C0476288<-C0012242|C0012674=C0442874->C0027765->*C0012674*<-C0009806<-C0476288<-C0012242|C0037088=C0442874->C0027765->C0012634->*C0037088*<-C0009806<-C0037089|C0012634=C0442874->C0027765->*C0012634*<-C0009806<-C0476288<-C0012242|C0679384=C0442874->C0027765->*C0679384*<-C0009806<-C0476288<-C0012242"
"sct-msh-csp-aod","UMNSRS_similarity","C0149651","C0013404",0.552268,0.231433,0.056169,0.125,0.028559,0.363636,"C2720507",NA,"C2720507","C2720507=C0149651->C1265981->C0332447->C1260954->C1268086->*C2720507*<-C0013404<-C0037088"
"sct-msh-csp-aod","UMNSRS_similarity","C0018991","C0070166",0.552268,0.212484,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0018991->C0037929->C0175677->C0029509->*C0000000*<-C0070166<-C0032177<-C0032178"
"sct-msh-csp-aod","UMNSRS_similarity","C0026946","C0286651",0.581019,0.227791,0,0.142857,0,0.25,"C0000000",NA,"C0000000","C0000000=C0026946->C0029511->*C0000000*<-C0286651<-C0019227<-C0015684<-C0002052"
"sct-msh-csp-aod","UMNSRS_similarity","C0035435","C0009262",0.552268,0.274872,0.1731,0.125,0.034915,0.666667,"C1140093|C0000000|C2720507|C1256741",NA,"C1256741","C1140093=C0035435->C0009782->C0012634->*C1140093*<-C0009262<-C0018100<-C0013227<-C0220806|C2720507=C0035435->C0009782->C0012634->C0037088->*C2720507*<-C0009262<-C0018100<-C0013227|C1256741=C0035435->C0026857->C0012674->*C1256741*<-C0009262<-C0002062<-C0019398<-C0007995|C0000000=C0035435->C0263660->C0041785->*C0000000*<-C0009262<-C0018100<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0013404","C0220892",0.552268,0.246046,0.059979,0.125,0.030556,0.363636,"C2720507|C0000000",NA,"C2720507","C2720507=C0013404->C0037088->*C2720507*<-C0220892<-C0026458<-C0003232<-C0003204<-C0013227|C0000000=C0013404->C0029601->*C0000000*<-C0220892<-C0026458<-C0003232<-C0457591<-C0729762"
"sct-msh-csp-aod","UMNSRS_similarity","C1623038","C0018926",0.653466,0.286592,0.302105,0.2,0.036861,0.833333,"C0037088",NA,"C0037088","C0037088=C1623038->C0016059->*C0037088*<-C0018926<-C1689949"
"sct-msh-csp-aod","UMNSRS_similarity","C0877781","C0018681",0.850756,0.85466,0.973815,0.5,0.510472,0.979592,"C0018681",NA,"C0018681","C0018681=C0877781->*C0018681"
"sct-msh-csp-aod","UMNSRS_similarity","C0023992","C0005632",0.653466,0.374539,0.533657,0.2,0.05537,0.857143,"C0017173",NA,"C0017173","C0017173=C0023992->C0003292->*C0017173*<-C0005632<-C0007422"
"sct-msh-csp-aod","UMNSRS_similarity","C0920289","C0015672",0,0.35765,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0878544","C0039070",0.701512,0.446463,0.658964,0.25,0.077231,0.918919,"C0007222",NA,"C0007222","C0007222=C0878544->C0018799->*C0007222*<-C0039070"
"sct-msh-csp-aod","UMNSRS_similarity","C0003129","C0036572",0.61421,0.330029,0.393275,0.166667,0.045065,0.814815,"C1290906|C0037088",NA,"C1290906","C0037088=C0003129->C0003130->C0037090->*C0037088*<-C0036572<-C0027854|C1290906=C0003129->C0003130->C0425442->*C1290906*<-C0036572<-C0730595"
"sct-msh-csp-aod","UMNSRS_similarity","C0036494","C0001962",0.581019,0.258242,0.063349,0.142857,0.03233,0.4,"C2720507",NA,"C2720507","C2720507=C0036494->C0026603->C0037088->*C2720507*<-C0001962<-C0039536<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0242339","C0060277",0.552268,0.270515,0.210685,0.125,0.034219,0.695652,"C0007995",NA,"C0007995","C0007995=C0242339->C0154251->C0023779->*C0007995*<-C0060277<-C0018928<-C0018938<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0039730","C0040822",0.552268,0.325174,0.409892,0.125,0.044064,0.758621,"C0679384|C0000000|C0037088|C0012634",NA,"C0012634","C0037088=C0039730->C0019045->C0019247->C0012634->*C0037088*<-C0040822<-C0013384<-C1290906|C0012634=C0039730->C0019045->C0019247->*C0012634*<-C0040822<-C0013384<-C0027854<-C0027765|C0679384=C0039730->C0019045->C0018939->*C0679384*<-C0040822<-C0013384<-C0027854<-C0027765|C0000000=C0039730->C0477306->*C0000000*<-C0040822<-C0013384<-C1290906<-C0037088<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0009951","C0085208",0.61421,0.22488,0.054538,0.166667,0.027706,0.444444,"C2720507",NA,"C2720507","C2720507=C0009951->C0037088->*C2720507*<-C0085208<-C1629845<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0002962","C0028351",0.552268,0.226527,0.061633,0.125,0.027918,0.363636,"C1140093|C0000000",NA,"C1140093","C1140093=C0002962->C1300028->C0012634->*C1140093*<-C0028351<-C0027908<-C0029224<-C0220806|C0000000=C0002962->C0151744->C0155670->*C0000000*<-C0028351<-C0014983<-C0001962<-C0678408"
"sct-msh-csp-aod","UMNSRS_similarity","C0027121","C0025815",0.526908,0.258154,0.161942,0.111111,0.032317,0.636364,"C1140093|C0000000|C2720507|C1256741",NA,"C1256741","C1140093=C0027121->C0026893->C1300028->C0012634->*C1140093*<-C0025815<-C0003209<-C0013227<-C0220806|C2720507=C0027121->C0026893->C1300028->C0012634->C0037088->*C2720507*<-C0025815<-C0003209<-C0013227|C1256741=C0027121->C0035435->C0026857->C0012674->*C1256741*<-C0025815<-C0003209<-C0013227<-C0007995|C0000000=C0027121->C1285332->C1290884->C0277538->*C0000000*<-C0025815<-C0003209<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0003128","C0152149",0.763454,0.565909,0.828322,0.333333,0.134212,0.933333,"C1291681",NA,"C1291681","C1291681=C0003128->*C1291681*<-C0152149"
"sct-msh-csp-aod","UMNSRS_similarity","C0013456","C0002645",0.552268,0.22696,0.055051,0.125,0.027974,0.363636,"C2720507",NA,"C2720507","C2720507=C0013456->C0030193->C0037088->*C2720507*<-C0002645<-C0279516<-C0003204<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0022116","C0995182",0,0.392524,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0006277","C0298130",0.526908,0.214705,0,0.111111,0,0.2,"C0000000",NA,"C0000000","C0000000=C0006277->C0035243->C0869452->*C0000000*<-C0298130<-C0000979<-C0000983<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0286651","C0024027",0.763454,0.729392,0.931391,0.333333,0.285939,0.941176,"C0003277|C0360714",NA,"C0360714","C0003277=C0286651->*C0003277*<-C0024027|C0360714=C0286651->*C0360714*<-C0024027"
"sct-msh-csp-aod","UMNSRS_similarity","C0032285","C1883552",0.526908,0.226878,0,0.111111,0,0.2,"C0000000",NA,"C0000000","C0000000=C0032285->C0035243->C0869452->*C0000000*<-C1883552<-C0442795<-C0442719<-C1285164<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0037763","C0016860",0.552268,0.234343,0.056909,0.125,0.028946,0.363636,"C2720507",NA,"C2720507","C2720507=C0037763->C0427194->C1290906->C0037088->*C2720507*<-C0016860<-C0012798<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0040485","C0014806",0.581019,0.219304,0,0.142857,0,0.25,"C0000000",NA,"C0000000","C0000000=C0040485->C0949445->*C0000000*<-C0014806<-C0017173<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0011603","C0020517",0.653466,0.429315,0.536522,0.2,0.07134,0.846154,"C0012634|C0679384",NA,"C0012634","C0012634=C0011603->C0037274->*C0012634*<-C0020517<-C1719883|C0679384=C0011603->C0037274->*C0679384*<-C0020517<-C0021053"
"sct-msh-csp-aod","UMNSRS_similarity","C0947651","C0022614",0,0.357679,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0003850","C0022116",0.701512,0.54155,0.767953,0.25,0.119907,0.926829,"C0042373",NA,"C0042373","C0042373=C0003850->C1096458->*C0042373*<-C0022116"
"sct-msh-csp-aod","UMNSRS_similarity","C0018995","C0032617",0.701512,0.409709,0.616598,0.25,0.065154,0.888889,"C0025517",NA,"C0025517","C0025517=C0018995->C0012715->*C0025517*<-C0032617"
"sct-msh-csp-aod","UMNSRS_similarity","C0025587","C0040460",0.701512,0.549142,0.812314,0.25,0.124194,0.930233,"C0030193",NA,"C0030193","C0030193=C0025587->*C0030193*<-C0040460<-C0015468"
"sct-msh-csp-aod","UMNSRS_similarity","C0011175","C0038187",0.61421,0.211686,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0011175->C0267995->C0868890->*C0000000*<-C0038187<-C0015619"
"sct-msh-csp-aod","UMNSRS_similarity","C0009319","C0014544",0.61421,0.227909,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0009319->C0021390->C0029512->*C0000000*<-C0014544<-C0154721"
